Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"10","Australia","3103","Nutrient phosphate P2O5 (total)","5610","Import Quantity","tonnes","632018.670000","602538.070000","643113.340000","705544.800000","364822.010000","435191.240000","480201.350000","352824.210000","589167.290000","542249.770000","501466.690000","589837.890000","695318.670000","705004.930000","788198.630000","661357.160000"
"10","Australia","3103","Nutrient phosphate P2O5 (total)","5910","Export Quantity","tonnes","112995.350000","137042.480000","110634.540000","153821.840000","93023.030000","185171.760000","185775.090000","240521.140000","169582.500000","226280.250000","201080.880000","154033.870000","176172.400000","228201.610000","312563.510000","196301.850000"
"10","Australia","3103","Nutrient phosphate P2O5 (total)","5157","Agricultural Use","tonnes","1078100.000000","1020100.000000","1117100.000000","1041600.000000","992200.000000","990300.000000","825100.000000","647000.000000","823700.000000","880300.000000","883757.000000","842274.000000","840480.960000","1038482.520000","1000147.540000","929822.700000"
"10","Australia","3104","Nutrient potash K2O (total)","5510","Production","tonnes","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"10","Australia","3104","Nutrient potash K2O (total)","5610","Import Quantity","tonnes","248974.050000","224362.690000","337497.810000","293492.630000","231479.660000","217842.530000","353647.470000","58709.420000","217830.150000","189531.440000","178314.700000","193519.650000","226968.370000","263947.910000","217780.820000","265370.610000"
"10","Australia","3104","Nutrient potash K2O (total)","5910","Export Quantity","tonnes","434.730000","969.200000","460.790000","609.770000","578.760000","706.680000","508.360000","4633.890000","878.880000","919.620000","909.320000","573.740000","1940.370000","1597.200000","1630.670000","1882.150000"
"10","Australia","3104","Nutrient potash K2O (total)","5157","Agricultural Use","tonnes","215600.000000","220700.000000","258700.000000","222000.000000","223500.000000","227300.000000","213600.000000","156800.000000","166100.000000","179600.000000","188038.000000","209601.000000","157763.960000","171041.600000","132960.940000","95746.640000"
"11","Austria","3102","Nutrient nitrogen N (total)","5610","Import Quantity","tonnes","89219.820000","96775.560000","103861.900000","122058.760000","124726.890000","141179.340000","148910.380000","115842.910000","135937.050000","164946.850000","175481.550000","167751.330000","178622.120000","174885.040000","183147.450000","186729.580000"
"11","Austria","3102","Nutrient nitrogen N (total)","5910","Export Quantity","tonnes","5967.790000","38329.470000","46841.200000","2403.480000","4735.700000","3241.420000","8320.900000","2474.860000","11628.910000","13135.020000","22124.270000","18008.140000","31542.180000","178486.110000","170713.000000","28200.900000"
"11","Austria","3102","Nutrient nitrogen N (total)","5157","Agricultural Use","tonnes","170974.000000","298844.000000","96091.000000","101756.000000","97220.000000","82632.000000","84110.000000","79667.000000","86153.000000","86173.000000","106000.000000","108558.000000","115715.000000","120426.000000","117840.000000","114347.000000"
"11","Austria","3103","Nutrient phosphate P2O5 (total)","5610","Import Quantity","tonnes","20808.810000","20255.390000","26349.750000","24145.440000","19798.520000","28148.930000","27829.350000","20027.540000","29795.370000","28050.800000","30697.380000","30307.550000","28639.650000","34323.260000","38286.500000","35400.760000"
"11","Austria","3103","Nutrient phosphate P2O5 (total)","5910","Export Quantity","tonnes","24627.870000","37766.100000","46222.110000","413.600000","1804.080000","867.920000","8049.580000","1683.930000","3436.790000","2598.990000","1625.410000","1311.060000","1239.370000","2631.760000","4704.900000","6142.540000"
"11","Austria","3103","Nutrient phosphate P2O5 (total)","5157","Agricultural Use","tonnes","77513.000000","35448.000000","37032.000000","38602.000000","36639.000000","28280.000000","29692.000000","18030.000000","23614.000000","22934.000000","29000.000000","39533.000000","41711.000000","39709.000000","32304.000000","31234.000000"
